state,year,quarter,per_person,total_cost,prev_per_person,prev_total_cost,per_person_change,total_cost_change,abs_person_change,abs_total_cost_change
Montana,2016,3,339.33,1.8985347E7,341.89,1.8937473E7,-2.56,47874.0,2.56,47874.0
Pennsylvania,1993,3,345.2,1.80088148E8,347.76,1.82098776E8,-2.56,-2010628.0,2.56,2010628.0
Illinois,1998,1,362.44,1.45902653E8,365.0,1.4893047E8,-2.56,-3027817.0,2.56,3027817.0
West Virginia,2010,2,393.29,6.0904063E7,390.74,6.0251745E7,2.55,652318.0,2.55,652318.0
Maryland,2013,2,347.41,1.37795811E8,349.96,1.35901954E8,-2.55,1893857.0,2.55,1893857.0
Missouri,1996,3,353.62,8.0102534E7,356.17,8.2292587E7,-2.55,-2190053.0,2.55,2190053.0
Montana,2002,2,334.97,8891915.0,332.42,8963977.0,2.55,-72062.0,2.55,72062.0
Illinois,2010,3,444.74,3.63267351E8,442.19,3.44307991E8,2.55,1.895936E7,2.55,1.895936E7
Washington,2016,3,296.18,1.57316474E8,298.73,1.61244153E8,-2.55,-3927679.0,2.55,3927679.0
Nebraska,1992,3,347.72,1.513695E7,350.27,1.5171265E7,-2.55,-34315.0,2.55,34315.0
California,2007,1,414.49,3.39854536E8,417.03,3.3796673E8,-2.54,1887806.0,2.54,1887806.0
California,2016,3,385.36,7.94458506E8,387.9,8.08120159E8,-2.54,-1.3661653E7,2.54,1.3661653E7
Idaho,2004,3,362.69,1.3016621E7,365.23,1.3525938E7,-2.54,-509317.0,2.54,509317.0
Vermont,2002,3,260.19,5161113.0,257.65,5145459.0,2.54,15654.0,2.54,15654.0
Wisconsin,1999,3,277.38,1.9885006E7,279.92,1.9975753E7,-2.54,-90747.0,2.54,90747.0
Pennsylvania,2002,1,305.99,1.07997244E8,308.52,1.07187532E8,-2.53,809712.0,2.53,809712.0
Florida,1995,3,387.79,2.27335744E8,390.32,2.25741281E8,-2.53,1594463.0,2.53,1594463.0
Florida,2019,4,277.81,4.18027615E8,275.28,4.1459001E8,2.53,3437605.0,2.53,3437605.0
Kentucky,2000,4,313.51,5.3200578E7,310.98,5.1958705E7,2.53,1241873.0,2.53,1241873.0
Kentucky,2009,4,425.46,1.45678929E8,427.99,1.41756619E8,-2.53,3922310.0,2.53,3922310.0
Tennessee,2002,1,326.49,8.3751151E7,329.02,7.9688605E7,-2.53,4062546.0,2.53,4062546.0
Connecticut,2018,4,298.78,6.4640895E7,296.25,6.4565888E7,2.53,75007.0,2.53,75007.0
Wisconsin,2016,4,286.4,9.9869024E7,288.93,1.01504632E8,-2.53,-1635608.0,2.53,1635608.0
Nevada,1990,3,380.35,8720000.0,377.82,8609205.0,2.53,110795.0,2.53,110795.0
Nevada,2011,4,374.73,6.2631153E7,377.26,6.1696855E7,-2.53,934298.0,2.53,934298.0
Delaware,2014,3,351.6,2.517319E7,349.08,2.4891636E7,2.52,281554.0,2.52,281554.0
Pennsylvania,1995,3,342.56,1.7245832E8,345.08,1.77556157E8,-2.52,-5097837.0,2.52,5097837.0
Texas,2010,3,471.95,7.14062929E8,474.46,6.88174639E8,-2.51,2.588829E7,2.51,2.588829E7
Kansas,1999,4,249.77,1.3115121E7,247.26,1.2980422E7,2.51,134699.0,2.51,134699.0
West Virginia,2015,1,313.45,5.7495698E7,315.96,5.7183507E7,-2.51,312191.0,2.51,312191.0
Pennsylvania,2015,1,339.4,3.09256682E8,341.91,3.10057815E8,-2.51,-801133.0,2.51,801133.0
District of Columbia,2010,2,366.87,2.4432219E7,369.38,2.3558635E7,-2.51,873584.0,2.51,873584.0
Rhode Island,2024,4,324.19,2.9551917E7,326.7,2.9689855E7,-2.51,-137938.0,2.51,137938.0
Alabama,2018,2,323.25,1.15110132E8,325.76,1.17499091E8,-2.51,-2388959.0,2.51,2388959.0
Massachusetts,1999,4,271.33,3.1183784E7,268.82,3.1668004E7,2.51,-484220.0,2.51,484220.0
Virginia,2003,1,300.42,5.1318034E7,302.93,5.0541782E7,-2.51,776252.0,2.51,776252.0
Missouri,2012,2,390.38,1.7192339E8,392.88,1.73873391E8,-2.5,-1950001.0,2.5,1950001.0
Massachusetts,2008,3,272.52,7.7479617E7,275.02,7.378595E7,-2.5,3693667.0,2.5,3693667.0
Wyoming,1992,2,420.02,5339105.0,422.51,5275524.0,-2.49,63581.0,2.49,63581.0
Nevada,1998,3,321.42,9781904.0,318.93,1.0202531E7,2.49,-420627.0,2.49,420627.0
Iowa,2023,2,351.11,4.5911189E7,353.6,4.6399526E7,-2.49,-488337.0,2.49,488337.0
Indiana,2015,1,376.2,1.44751591E8,378.69,1.48327439E8,-2.49,-3575848.0,2.49,3575848.0
North Dakota,1998,1,300.22,4283925.0,302.71,4202989.0,-2.49,80936.0,2.49,80936.0
Oregon,2023,3,308.33,1.31244167E8,310.81,1.32333475E8,-2.48,-1089308.0,2.48,1089308.0
Massachusetts,1998,3,270.5,3.4247058E7,272.98,3.5723725E7,-2.48,-1476667.0,2.48,1476667.0
Alaska,2016,2,577.98,2.0761913E7,580.45,2.009875E7,-2.47,663163.0,2.47,663163.0
Kansas,2024,4,373.48,3.4958407E7,375.95,3.5044739E7,-2.47,-86332.0,2.47,86332.0
New Hampshire,2001,3,242.51,4466768.0,240.04,4326414.0,2.47,140354.0,2.47,140354.0
Georgia,2012,3,413.42,3.75464096E8,415.89,3.68465416E8,-2.47,6998680.0,2.47,6998680.0
Oregon,2012,1,334.47,1.492391E8,336.94,1.47924255E8,-2.47,1314845.0,2.47,1314845.0
West Virginia,2013,3,340.75,5.7391414E7,343.22,5.7126762E7,-2.47,264652.0,2.47,264652.0
Rhode Island,2008,3,319.04,1.3928454E7,321.51,1.3675247E7,-2.47,253207.0,2.47,253207.0
Connecticut,1997,4,300.97,2.8484847E7,298.5,2.8008153E7,2.47,476694.0,2.47,476694.0
Vermont,2004,3,266.26,5778097.0,268.73,5798947.0,-2.47,-20850.0,2.47,20850.0
Virgin Islands,2020,1,435.71,4286303.0,433.24,4484277.0,2.47,-197974.0,2.47,197974.0
Washington,2010,1,366.16,1.70114787E8,368.63,1.62361809E8,-2.47,7752978.0,2.47,7752978.0
Kansas,2001,1,247.78,1.3897527E7,250.24,1.382594E7,-2.46,71587.0,2.46,71587.0
South Dakota,2004,2,368.92,7863549.0,371.38,7898531.0,-2.46,-34982.0,2.46,34982.0
Oregon,2016,3,284.65,1.16201521E8,287.11,1.19488831E8,-2.46,-3287310.0,2.46,3287310.0
South Carolina,1998,3,320.39,4.2406726E7,322.85,4.3357036E7,-2.46,-950310.0,2.46,950310.0
Missouri,1997,3,332.25,6.0013957E7,334.71,6.347747E7,-2.46,-3463513.0,2.46,3463513.0
District of Columbia,1994,2,386.6,1.6079783E7,389.06,1.5903342E7,-2.46,176441.0,2.46,176441.0
Tennessee,1991,3,380.13,9.4400022E7,382.59,9.3191511E7,-2.46,1208511.0,2.46,1208511.0
Illinois,1996,3,375.55,1.73941045E8,378.01,1.77895013E8,-2.46,-3953968.0,2.46,3953968.0
Oklahoma,2016,2,361.13,9.9374291E7,363.59,1.00106207E8,-2.46,-731916.0,2.46,731916.0
Washington,2015,4,303.8,1.70256374E8,301.34,1.70080088E8,2.46,176286.0,2.46,176286.0
Delaware,2004,3,338.6,8348068.0,341.05,8226626.0,-2.45,121442.0,2.45,121442.0
District of Columbia,2015,3,314.83,2.5028461E7,317.28,2.5101729E7,-2.45,-73268.0,2.45,73268.0
Rhode Island,2013,3,343.37,3.4732554E7,345.82,3.4947977E7,-2.45,-215423.0,2.45,215423.0
Nevada,2019,3,275.24,6.1145032E7,277.69,6.1388368E7,-2.45,-243336.0,2.45,243336.0
Hawaii,1995,3,565.4,3.1962591E7,562.95,3.1797144E7,2.45,165447.0,2.45,165447.0
Wyoming,2025,2,385.54,5081607.0,387.98,5207813.0,-2.44,-126206.0,2.44,126206.0
Kansas,2006,2,307.48,2.4931198E7,309.92,2.5294465E7,-2.44,-363267.0,2.44,363267.0
Oregon,2018,3,273.65,9.781416E7,276.09,9.9822286E7,-2.44,-2008126.0,2.44,2008126.0
New Mexico,2003,2,363.85,2.7563915E7,361.41,2.6763576E7,2.44,800339.0,2.44,800339.0
Connecticut,2015,3,323.17,8.0095479E7,325.61,8.0698289E7,-2.44,-602810.0,2.44,602810.0
Idaho,2015,1,376.98,3.2005721E7,374.54,3.1954068E7,2.44,51653.0,2.44,51653.0
Minnesota,2019,3,255.46,5.2763776E7,257.9,5.3366504E7,-2.44,-602728.0,2.44,602728.0
Alabama,1998,3,352.16,5.7159089E7,354.6,5.8299272E7,-2.44,-1140183.0,2.44,1140183.0
Delaware,2016,1,356.98,2.5135338E7,354.55,2.5066552E7,2.43,68786.0,2.43,68786.0
Kansas,2014,3,339.44,4.3087686E7,337.01,4.3173476E7,2.43,-85790.0,2.43,85790.0
Arizona,2010,4,440.26,2.02785136E8,442.69,2.01826828E8,-2.43,958308.0,2.43,958308.0
Tennessee,2005,2,349.22,1.30165331E8,351.65,1.3118454E8,-2.43,-1019209.0,2.43,1019209.0
Alabama,1996,4,365.97,7.2865167E7,368.4,7.4408367E7,-2.43,-1543200.0,2.43,1543200.0
Alabama,2016,4,349.65,1.3480429E8,352.08,1.35865297E8,-2.43,-1061007.0,2.43,1061007.0
Maine,2003,4,282.29,1.9776581E7,279.86,1.9024415E7,2.43,752166.0,2.43,752166.0
Washington,2006,1,302.99,8.2705059E7,300.56,7.9358536E7,2.43,3346523.0,2.43,3346523.0
Texas,1997,2,396.51,2.86827987E8,398.93,3.10793353E8,-2.42,-2.3965366E7,2.42,2.3965366E7
Delaware,1994,2,400.5,8846457.0,402.92,9003241.0,-2.42,-156784.0,2.42,156784.0
Utah,2010,4,450.45,4.763835E7,448.03,4.6699311E7,2.42,939039.0,2.42,939039.0
District of Columbia,1998,4,374.46,1.4190537E7,376.88,1.3788238E7,-2.42,402299.0,2.42,402299.0
Idaho,2024,3,368.15,2.4454085E7,370.57,2.4578466E7,-2.42,-124381.0,2.42,124381.0
Minnesota,2014,2,291.03,7.4111077E7,293.45,7.726857E7,-2.42,-3157493.0,2.42,3157493.0
Iowa,2009,3,418.69,6.009659E7,421.11,5.790876E7,-2.42,2187830.0,2.42,2187830.0
Wyoming,1998,1,356.58,3709546.0,354.17,3541681.0,2.41,167865.0,2.41,167865.0
Wyoming,2014,3,361.58,5128274.0,363.99,5508261.0,-2.41,-379987.0,2.41,379987.0
New Hampshire,2010,2,380.33,1.9400926E7,382.74,1.8749507E7,-2.41,651419.0,2.41,651419.0
Tennessee,2003,2,334.04,1.07872792E8,331.63,1.03360519E8,2.41,4512273.0,2.41,4512273.0
Alabama,1997,3,353.7,6.1840004E7,356.11,6.3655482E7,-2.41,-1815478.0,2.41,1815478.0
Iowa,1994,1,342.15,2.7410157E7,344.56,2.6859306E7,-2.41,550851.0,2.41,550851.0
Delaware,2018,1,313.16,2.1680958E7,315.56,2.2199638E7,-2.4,-518680.0,2.4,518680.0
Oregon,2007,3,271.97,6.2147899E7,274.37,6.281915E7,-2.4,-671251.0,2.4,671251.0
South Carolina,1994,3,377.34,5.4047701E7,379.74,5.500754E7,-2.4,-959839.0,2.4,959839.0
Missouri,2001,3,309.73,6.2900461E7,307.33,6.0178674E7,2.4,2721787.0,2.4,2721787.0
Montana,2018,4,299.47,1.5950123E7,297.07,1.6255275E7,2.4,-305152.0,2.4,305152.0
Arkansas,1993,3,363.48,3.8539709E7,365.88,3.9045652E7,-2.4,-505943.0,2.4,505943.0
Illinois,2024,4,365.09,3.89393747E8,362.69,3.83661262E8,2.4,5732485.0,2.4,5732485.0
Maine,2001,2,251.07,1.3533747E7,253.47,1.3490963E7,-2.4,42784.0,2.4,42784.0
California,1996,1,381.79,4.50601096E8,379.4,4.48687318E8,2.39,1913778.0,2.39,1913778.0
Montana,2016,4,336.94,1.9179666E7,339.33,1.8985347E7,-2.39,194319.0,2.39,194319.0
Oklahoma,2013,2,389.1,1.11586868E8,386.71,1.10276526E8,2.39,1310342.0,2.39,1310342.0
District of Columbia,2000,4,332.0,1.1314487E7,329.62,1.1565235E7,2.38,-250748.0,2.38,250748.0
Rhode Island,2025,2,324.73,2.9169769E7,327.11,3.0054884E7,-2.38,-885115.0,2.38,885115.0
Arkansas,2019,3,306.07,4.8210011E7,303.69,4.7374299E7,2.38,835712.0,2.38,835712.0
Illinois,2017,4,327.12,3.12797837E8,329.5,3.18267345E8,-2.38,-5469508.0,2.38,5469508.0
Iowa,2016,1,322.34,5.7904372E7,324.72,5.8375065E7,-2.38,-470693.0,2.38,470693.0
Indiana,2005,4,359.55,8.8917698E7,357.17,8.6737845E7,2.38,2179853.0,2.38,2179853.0
North Dakota,2013,3,377.01,9570409.0,379.39,9871705.0,-2.38,-301296.0,2.38,301296.0
Alaska,1993,2,583.96,9309421.0,586.33,8074953.0,-2.37,1234468.0,2.37,1234468.0
West Virginia,2002,1,298.67,2.9781898E7,301.04,2.9634191E7,-2.37,147707.0,2.37,147707.0
New Mexico,2003,3,361.48,2.7950469E7,363.85,2.7563915E7,-2.37,386554.0,2.37,386554.0
New York,2001,3,311.0,2.0832486E8,313.37,2.11814623E8,-2.37,-3489763.0,2.37,3489763.0
Vermont,2017,3,294.96,1.216569E7,297.33,1.2383103E7,-2.37,-217413.0,2.37,217413.0
Iowa,2003,4,332.13,2.318048E7,329.76,2.230565E7,2.37,874830.0,2.37,874830.0
Iowa,2018,2,289.94,4.7358818E7,292.31,4.9089804E7,-2.37,-1730986.0,2.37,1730986.0
Massachusetts,2010,1,357.42,1.4395671E8,359.79,1.40018817E8,-2.37,3937893.0,2.37,3937893.0
North Dakota,1998,2,297.85,4211874.0,300.22,4283925.0,-2.37,-72051.0,2.37,72051.0
North Dakota,2006,1,324.24,6339054.0,326.61,6237767.0,-2.37,101287.0,2.37,101287.0
Virginia,2002,1,295.78,4.6303498E7,293.41,4.5725113E7,2.37,578385.0,2.37,578385.0
Mississippi,2008,1,334.23,6.1561506E7,336.6,6.4190638E7,-2.37,-2629132.0,2.37,2629132.0
Kansas,2013,2,367.53,5.506377E7,369.89,5.4928293E7,-2.36,135477.0,2.36,135477.0
Nebraska,1989,2,309.8,1.1212433E7,312.16,1.143336E7,-2.36,-220927.0,2.36,220927.0
Alaska,2011,3,602.5,2.2293101E7,604.85,2.2379024E7,-2.35,-85923.0,2.35,85923.0
Georgia,1991,1,420.36,1.00450691E8,422.71,9.3456332E7,-2.35,6994359.0,2.35,6994359.0
West Virginia,1997,1,349.03,4.1482598E7,351.38,4.1893938E7,-2.35,-411340.0,2.35,411340.0
Utah,2016,1,401.63,3.4890888E7,403.98,3.4808258E7,-2.35,82630.0,2.35,82630.0
Florida,1996,3,371.09,2.16723946E8,373.44,2.17991216E8,-2.35,-1267270.0,2.35,1267270.0
Rhode Island,2016,1,311.03,3.1303539E7,313.38,3.1583186E7,-2.35,-279647.0,2.35,279647.0
Vermont,2019,3,264.23,1.0196344E7,266.58,1.0420431E7,-2.35,-224087.0,2.35,224087.0
New Jersey,2011,1,407.3,1.46613992E8,404.95,1.40650167E8,2.35,5963825.0,2.35,5963825.0
North Carolina,2011,2,385.32,2.85516486E8,387.66,2.77883651E8,-2.34,7632835.0,2.34,7632835.0
South Dakota,2016,2,386.95,1.6284007E7,389.29,1.6506495E7,-2.34,-222488.0,2.34,222488.0
Oregon,2010,4,350.19,1.41831335E8,352.53,1.37993562E8,-2.34,3837773.0,2.34,3837773.0
Pennsylvania,1992,4,353.89,1.79991868E8,351.55,1.75797692E8,2.34,4194176.0,2.34,4194176.0
New York,2016,4,332.24,5.39172293E8,334.58,5.4382967E8,-2.34,-4657377.0,2.34,4657377.0
Alabama,2025,2,388.12,1.43637364E8,390.46,1.45816702E8,-2.34,-2179338.0,2.34,2179338.0
Rhode Island,2012,4,355.84,3.5310249E7,353.51,3.4503713E7,2.33,806536.0,2.33,806536.0
Tennessee,2014,2,339.48,2.19764207E8,341.81,2.23122972E8,-2.33,-3358765.0,2.33,3358765.0
Minnesota,1993,1,331.9,4.3397571E7,334.23,4.2982186E7,-2.33,415385.0,2.33,415385.0
New Hampshire,1989,2,264.38,2781966.0,266.7,2738950.0,-2.32,43016.0,2.32,43016.0
Utah,2013,3,434.83,4.1178273E7,437.15,4.3258012E7,-2.32,-2079739.0,2.32,2079739.0
Illinois,2010,1,450.07,3.41760009E8,452.39,3.37418434E8,-2.32,4341575.0,2.32,4341575.0
Minnesota,2012,1,338.1,8.8990958E7,340.42,8.8755328E7,-2.32,235630.0,2.32,235630.0
Virgin Islands,2011,4,605.17,6133385.0,607.49,5957002.0,-2.32,176383.0,2.32,176383.0
New Jersey,2020,3,441.43,1.6839181E8,443.75,1.60537113E8,-2.32,7854697.0,2.32,7854697.0
Virginia,2007,3,308.73,7.2253303E7,311.05,7.1514309E7,-2.32,738994.0,2.32,738994.0
Arizona,1999,3,399.42,3.8338504E7,401.73,3.7609909E7,-2.31,728595.0,2.31,728595.0
Georgia,2003,3,367.74,1.21211953E8,370.05,1.17100758E8,-2.31,4111195.0,2.31,4111195.0
Utah,2002,2,330.59,1.2077755E7,332.9,1.2140881E7,-2.31,-63126.0,2.31,63126.0
District of Columbia,2002,3,326.14,1.145735E7,328.45,1.1267643E7,-2.31,189707.0,2.31,189707.0
District of Columbia,2014,2,314.0,2.4946735E7,316.31,2.5104388E7,-2.31,-157653.0,2.31,157653.0
Arkansas,2006,3,342.93,5.453144E7,345.24,5.4389655E7,-2.31,141785.0,2.31,141785.0
Connecticut,2006,3,285.42,3.2053237E7,283.11,3.2010977E7,2.31,42260.0,2.31,42260.0
Mississippi,2004,2,343.17,5.1810605E7,345.48,5.1894586E7,-2.31,-83981.0,2.31,83981.0
Pennsylvania,2018,3,287.78,2.74389528E8,290.08,2.77546238E8,-2.3,-3156710.0,2.3,3156710.0
District of Columbia,2008,3,294.12,1.4407208E7,291.82,1.3987424E7,2.3,419784.0,2.3,419784.0
Florida,1991,3,425.79,1.94708628E8,423.49,1.75452971E8,2.3,1.9255657E7,2.3,1.9255657E7
Tennessee,2002,3,325.51,8.713967E7,323.21,8.3115551E7,2.3,4024119.0,2.3,4024119.0
Connecticut,2019,4,288.13,6.1255293E7,285.83,6.0837081E7,2.3,418212.0,2.3,418212.0
Virgin Islands,1991,3,714.35,3215158.0,712.05,3157389.0,2.3,57769.0,2.3,57769.0
Alabama,2014,2,355.44,1.4851204E8,357.74,1.49360569E8,-2.3,-848529.0,2.3,848529.0
Colorado,1992,4,405.39,4.2950567E7,407.69,4.2354833E7,-2.3,595734.0,2.3,595734.0
Hawaii,2025,2,699.86,5.8652712E7,702.16,5.7535188E7,-2.3,1117524.0,2.3,1117524.0
North Carolina,1989,3,320.92,4.8960593E7,323.21,4.9923641E7,-2.29,-963048.0,2.29,963048.0
Guam,2015,4,786.97,1.234358E7,784.68,1.230419E7,2.29,39390.0,2.29,39390.0
Oregon,2017,4,282.48,1.05361215E8,284.77,1.06771705E8,-2.29,-1410490.0,2.29,1410490.0
Montana,2017,3,327.88,1.8769703E7,330.17,1.9173783E7,-2.29,-404080.0,2.29,404080.0
Pennsylvania,1999,4,302.89,1.08532807E8,300.6,1.08699236E8,2.29,-166429.0,2.29,166429.0
Kentucky,2013,2,367.88,1.55560776E8,370.17,1.5553562E8,-2.29,25156.0,2.29,25156.0
Maine,2009,4,390.89,4.2719324E7,393.18,4.1692625E7,-2.29,1026699.0,2.29,1026699.0
Washington,1996,2,366.92,7.3491147E7,369.21,7.6724021E7,-2.29,-3232874.0,2.29,3232874.0
Washington,2004,1,304.02,6.6114866E7,306.31,6.3767406E7,-2.29,2347460.0,2.29,2347460.0
Utah,1997,3,349.14,1.2430347E7,346.86,1.2859429E7,2.28,-429082.0,2.28,429082.0
New Mexico,1999,3,358.73,2.3160257E7,356.45,2.3535686E7,2.28,-375429.0,2.28,375429.0
Tennessee,2009,3,440.45,2.34412182E8,442.73,2.22396565E8,-2.28,1.2015617E7,2.28,1.2015617E7
Massachusetts,1994,3,312.44,5.8603004E7,314.72,6.0218417E7,-2.28,-1615413.0,2.28,1615413.0
Indiana,2008,3,365.37,1.02558972E8,363.09,9.7076888E7,2.28,5482084.0,2.28,5482084.0
Alaska,2006,3,544.71,1.1577625E7,546.98,1.2206074E7,-2.27,-628449.0,2.27,628449.0
Florida,2015,1,326.16,6.53054591E8,328.43,6.62740341E8,-2.27,-9685750.0,2.27,9685750.0
Colorado,2003,1,328.85,2.9073905E7,331.12,2.796628E7,-2.27,1107625.0,2.27,1107625.0
North Dakota,1999,4,297.1,4003430.0,299.37,4085201.0,-2.27,-81771.0,2.27,81771.0
North Dakota,2010,3,431.21,1.1961248E7,433.48,1.1944815E7,-2.27,16433.0,2.27,16433.0
Michigan,2019,3,284.84,1.74879372E8,282.58,1.7643905E8,2.26,-1559678.0,2.26,1559678.0
New Hampshire,2006,1,288.17,7904846.0,290.43,7770760.0,-2.26,134086.0,2.26,134086.0
North Carolina,1998,2,311.14,6.8757962E7,313.4,7.1835356E7,-2.26,-3077394.0,2.26,3077394.0
Colorado,2003,3,337.77,3.2197272E7,335.51,3.0934696E7,2.26,1262576.0,2.26,1262576.0
Nebraska,2002,1,302.28,1.1307161E7,300.02,1.0784676E7,2.26,522485.0,2.26,522485.0
California,2009,4,517.75,6.73895737E8,520.0,6.39015404E8,-2.25,3.4880333E7,2.25,3.4880333E7
South Carolina,2011,3,407.54,1.62957484E8,409.79,1.6060824E8,-2.25,2349244.0,2.25,2349244.0
Pennsylvania,1993,1,351.64,1.82770591E8,353.89,1.79991868E8,-2.25,2778723.0,2.25,2778723.0
District of Columbia,2005,3,318.9,1.4382007E7,321.15,1.4131714E7,-2.25,250293.0,2.25,250293.0
Rhode Island,2000,3,276.83,9096703.0,274.58,9235747.0,2.25,-139044.0,2.25,139044.0
Connecticut,2003,1,256.09,2.3890268E7,258.34,2.3648756E7,-2.25,241512.0,2.25,241512.0
Virgin Islands,1993,3,696.7,3679401.0,694.45,3611115.0,2.25,68286.0,2.25,68286.0
Maine,2012,4,333.9,4.3548663E7,336.15,4.4109459E7,-2.25,-560796.0,2.25,560796.0
Indiana,2001,1,325.45,4.695837E7,327.7,4.4930633E7,-2.25,2027737.0,2.25,2027737.0
Nebraska,2000,3,269.64,9236952.0,271.89,9436090.0,-2.25,-199138.0,2.25,199138.0
Texas,2016,1,380.53,5.98008576E8,382.77,6.04920617E8,-2.24,-6912041.0,2.24,6912041.0
Michigan,2012,4,378.07,3.46276127E8,375.83,3.44505882E8,2.24,1770245.0,2.24,1770245.0
North Carolina,2018,2,310.27,1.98523665E8,312.51,2.03527918E8,-2.24,-5004253.0,2.24,5004253.0
New York,2017,4,320.6,5.05853467E8,322.84,5.14181814E8,-2.24,-8328347.0,2.24,8328347.0
Maine,1999,1,276.98,1.5179051E7,279.22,1.4884499E7,-2.24,294552.0,2.24,294552.0
North Carolina,2002,1,332.69,8.1203633E7,334.92,7.9268098E7,-2.23,1935535.0,2.23,1935535.0
West Virginia,2007,3,295.34,3.565222E7,297.57,3.5681135E7,-2.23,-28915.0,2.23,28915.0
Connecticut,2004,1,280.12,2.8404897E7,282.35,2.7903597E7,-2.23,501300.0,2.23,501300.0
Illinois,2003,1,366.63,1.52294689E8,368.86,1.50791451E8,-2.23,1503238.0,2.23,1503238.0
Vermont,2018,3,277.88,1.1093848E7,280.11,1.1392973E7,-2.23,-299125.0,2.23,299125.0
Wyoming,2012,4,409.54,6803180.0,407.32,6130700.0,2.22,672480.0,2.22,672480.0
Louisiana,2012,2,413.65,1.6419824E8,415.87,1.65038807E8,-2.22,-840567.0,2.22,840567.0
Utah,2014,3,393.69,3.5356575E7,395.91,3.5870942E7,-2.22,-514367.0,2.22,514367.0
Illinois,2006,3,361.53,2.03003992E8,359.31,2.0028079E8,2.22,2723202.0,2.22,2723202.0
Colorado,2015,3,373.25,8.5907873E7,375.47,8.7515822E7,-2.22,-1607949.0,2.22,1607949.0
Iowa,1998,2,310.91,1.8275589E7,313.13,1.8884821E7,-2.22,-609232.0,2.22,609232.0
Washington,2013,1,333.86,1.97327067E8,336.08,1.97660143E8,-2.22,-333076.0,2.22,333076.0
Arizona,1994,2,406.84,7.5998509E7,409.05,7.7215016E7,-2.21,-1216507.0,2.21,1216507.0
South Dakota,2013,3,421.4,1.8954221E7,423.61,1.921443E7,-2.21,-260209.0,2.21,260209.0
West Virginia,2000,4,292.6,2.7372691E7,294.81,2.7720614E7,-2.21,-347923.0,2.21,347923.0
Ohio,1992,4,400.24,2.11391557E8,398.03,2.09982206E8,2.21,1409351.0,2.21,1409351.0
North Carolina,2015,4,334.74,2.67645838E8,336.94,2.702408E8,-2.2,-2594962.0,2.2,2594962.0
Montana,2019,3,291.35,1.5310088E7,293.55,1.5540395E7,-2.2,-230307.0,2.2,230307.0
Connecticut,2008,3,291.6,3.6229634E7,293.8,3.5724021E7,-2.2,505613.0,2.2,505613.0
Minnesota,2015,2,297.32,7.1172782E7,299.52,7.2205145E7,-2.2,-1032363.0,2.2,1032363.0
Vermont,1993,4,280.63,7798132.0,282.83,7049794.0,-2.2,748338.0,2.2,748338.0
Delaware,2013,3,375.59,2.7167095E7,377.78,2.7364168E7,-2.19,-197073.0,2.19,197073.0
Delaware,2017,3,323.01,2.2816134E7,325.2,2.2931502E7,-2.19,-115368.0,2.19,115368.0
Louisiana,2018,2,346.25,1.38815379E8,348.44,1.41313226E8,-2.19,-2497847.0,2.19,2497847.0
District of Columbia,2006,2,306.52,1.3641484E7,308.71,1.3862301E7,-2.19,-220817.0,2.19,220817.0
New Mexico,2018,4,311.14,6.8867445E7,308.95,6.8187531E7,2.19,679914.0,2.19,679914.0
Virgin Islands,1994,3,686.61,4473820.0,684.42,4202326.0,2.19,271494.0,2.19,271494.0
Oklahoma,2010,1,447.78,1.1048952E8,449.97,1.08155968E8,-2.19,2333552.0,2.19,2333552.0
Virginia,1989,1,337.41,4.7177467E7,339.6,4.5946881E7,-2.19,1230586.0,2.19,1230586.0
New Mexico,1996,3,393.56,3.356439E7,395.74,3.4329074E7,-2.18,-764684.0,2.18,764684.0
Ohio,2018,1,320.29,2.27662452E8,322.47,2.33171931E8,-2.18,-5509479.0,2.18,5509479.0
Illinois,2000,1,352.29,1.25219567E8,354.47,1.23866326E8,-2.18,1353241.0,2.18,1353241.0
Delaware,2022,1,558.81,3.2752831E7,560.98,3.2448458E7,-2.17,304373.0,2.17,304373.0
Oklahoma,2002,3,332.82,4.6632227E7,330.65,4.3263522E7,2.17,3368705.0,2.17,3368705.0
Hawaii,1992,3,588.38,2.5819686E7,590.55,2.3068879E7,-2.17,2750807.0,2.17,2750807.0
New Hampshire,1997,4,278.46,5217195.0,276.3,5367907.0,2.16,-150712.0,2.16,150712.0
South Carolina,2001,3,321.34,4.437972E7,319.18,4.1456321E7,2.16,2923399.0,2.16,2923399.0
Kentucky,2006,3,336.69,8.7041908E7,334.53,8.595346E7,2.16,1088448.0,2.16,1088448.0
Illinois,2016,3,340.01,3.39709133E8,342.17,3.30612889E8,-2.16,9096244.0,2.16,9096244.0
Oklahoma,1992,4,390.28,5.6005852E7,388.12,5.4171088E7,2.16,1834764.0,2.16,1834764.0
North Dakota,1999,3,299.37,4085201.0,301.53,4233292.0,-2.16,-148091.0,2.16,148091.0
Mississippi,2007,2,323.31,5.7536547E7,325.47,5.7539357E7,-2.16,-2810.0,2.16,2810.0
Mississippi,2024,2,376.89,7.0425339E7,379.05,7.3086917E7,-2.16,-2661578.0,2.16,2661578.0
Kansas,2019,3,296.22,2.7738802E7,294.07,2.7257446E7,2.15,481356.0,2.15,481356.0
New Hampshire,1994,1,323.07,8639567.0,325.22,8320609.0,-2.15,318958.0,2.15,318958.0
